SIRSé; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune et arrondissement; ; ; ; ; ; ; ; ; 
Code;Libellé;Population des moins de 18 ans 2016;Nombre de chômeurs chez les 15-64 ans (RP) 2016;Nombre de chômeurs chez les 15-24 ans (RP) 2016;Nombre de résidences principales en HLM 2016;Revenu fiscal médian 2016;Population des 65 ans ou plus 2016;Taux de natalité 2016;Population municipale 2016
80639;Poulainville;210;44;10;2;23852;272;12.7;1184
80640;Pozières;66;12;3;0;20948;53;7.6;263
80642;Prouville;81;19;1;0;16568;58;16.4;305
80643;Prouzel;123;17;3;0;27396;104;18.5;542
80644;Proyart;200;42;6;11;17884;89;14.3;697
80645;Puchevillers;140;23;1;3;19488;65;7.2;552
80646;Punchy;24;9;1;0;N/A;17;0;86
80647;Puzeaux;89;20;4;0;18166;30;16.7;300
80648;Pys;43;7;1;0;13854;13;42;119
80649;Quend;238;119;35;15;18670;386;13;1387
80650;Querrieu;122;20;4;0;24792;132;10.8;651
80651;Le Quesne;50;16;4;2;18188;73;7.4;271
80652;Le Quesnel;212;54;16;1;19708;93;18.8;798
80654;Quesnoy-le-Montant;126;33;9;0;21148;104;7;574
80655;Quesnoy-sur-Airaines;100;27;9;0;20154;89;15.8;443
80656;Quevauvillers;236;48;12;4;21648;182;8.1;1111
80657;Quiry-le-Sec;91;18;9;0;19942;61;6.1;326
80658;Quivières;31;15;3;0;15664;20;20.8;144
80659;Raincheval;66;11;5;1;20266;51;10.5;287
80661;Rainneville;227;39;12;7;22374;160;11.3;974
80662;Ramburelles;65;19;3;0;18166;51;7.3;275
80663;Rambures;80;15;5;0;16694;79;11.5;348
80664;Rancourt;51;11;1;0;19134;34;10;201
80665;Regnière-Écluse;26;5;3;0;18882;30;0;127
80666;Remaisnil;5;2;1;0;N/A;7;0;28
80667;Remaugies;33;8;0;0;18594;20;22.7;132
80668;Remiencourt;47;8;1;2;20858;27;16.9;178
80669;Rethonvillers;88;25;3;1;19783;61;11.1;360
80670;Revelles;99;16;4;0;23458;98;9.5;524
80671;Ribeaucourt;93;9;1;0;15770;33;7.8;257
80672;Ribemont-sur-Ancre;173;39;16;0;20612;121;15;667
80673;Riencourt;34;10;3;0;19488;32;11.3;177
80674;Rivery;703;241;69;116;21682;802;9.3;3544
80675;Rogy;29;9;3;0;21412;25;0;128
80676;Roiglise;25;7;0;0;19606;32;0;156
80677;Roisel;324;144;34;79;18186;371;7.2;1656
80678;Rollot;204;48;12;0;18646;116;24.3;741
80679;Ronssoy;134;55;15;0;17076;121;5.1;587
80680;Rosières-en-Santerre;649;265;71;206;17710;680;14.3;3008
80681;Rouvrel;63;13;3;0;21850;50;13.2;304
80682;Rouvroy-en-Santerre;55;19;3;1;21408;43;0;211
80683;Rouy-le-Grand;28;4;2;0;22984;15;9.2;109
80684;Rouy-le-Petit;26;10;2;0;18336;17;0;114
80685;Roye;1254;533;128;792;16294;1314;9.5;5864
80686;Rubempré;184;26;5;0;23020;100;15.2;723
80687;Rubescourt;28;9;4;0;19284;23;22.4;134
80688;Rue;572;190;54;83;17396;960;7.7;3106
80690;Rumigny;130;21;5;0;26216;123;11.8;594
80691;Saigneville;84;14;2;0;20297;90;9.7;413
80692;Sailly-Flibeaucourt;260;66;9;46;18304;174;9.6;1039
80693;Sailly-Laurette;76;18;2;0;20212;44;19.5;307
80694;Sailly-le-Sec;81;28;3;0;19854;55;8.5;351
80695;Sailly-Saillisel;145;35;6;20;16516;63;10.5;475
80696;Sains-en-Amiénois;242;35;7;1;30892;264;10;1197
80697;Saint-Acheul;6;1;0;0;N/A;6;0;26
80698;Saint-Aubin-Montenoy;55;12;2;0;21932;46;8.8;227
80699;Saint-Aubin-Rivière;28;5;2;0;19412;27;0;111
80700;Saint-Blimont;167;54;20;0;19352;221;8;878
80701;Saint-Christ-Briost;106;27;6;0;18856;68;4.6;439
80702;Saint-Fuscien;218;27;10;0;35004;246;14.5;1101
80703;Saint-Germain-sur-Bresle;42;11;5;0;21868;39;14.6;206
80704;Saint-Gratien;91;9;1;2;24190;52;2.7;375
80705;Saint-Léger-lès-Authie;17;2;0;0;N/A;21;10.8;93
80706;Saint-Léger-lès-Domart;472;184;50;189;17248;277;15.7;1853
80707;Saint-Léger-sur-Bresle;16;2;2;0;N/A;16;0;84
80708;Saint-Mard;30;14;3;0;21536;20;17.5;171
80709;Saint-Maulvis;71;14;2;0;16802;48;7.5;268
80710;Saint-Maxent;79;18;5;0;20050;60;15.7;383
80711;Saint-Ouen;513;208;57;69;15360;275;9.9;1910
80713;Saint-Quentin-en-Tourmont;38;13;4;0;21130;75;6.9;290
80714;Saint-Quentin-la-Motte-Croix-au-Bailly;272;68;12;0;20286;275;7;1291
80716;Saint-Riquier;200;65;17;32;20142;381;4;1247
80717;Saint-Sauflieu;235;28;8;7;23036;181;7;1005
80718;Saint-Sauveur;299;86;16;38;21544;266;13.6;1399
80719;Sainte-Segrée;15;7;2;0;N/A;15;0;59
80721;Saint-Valery-sur-Somme;376;158;27;91;20314;928;5.1;2562
80722;Saint-Vaast-en-Chaussée;99;22;7;0;25206;96;4;499
80723;Saisseval;53;7;2;0;25500;50;8.3;240
80724;Saleux;656;147;27;179;22584;468;11.5;2861
80725;Salouël;639;164;53;156;26290;569;4.5;4044
80726;Sancourt;52;12;2;0;21943;57;15.2;264
80728;Saulchoy-sous-Poix;20;2;0;0;N/A;8;0;70
80729;Sauvillers-Mongival;36;8;1;0;21674;32;11.5;174
80730;Saveuse;195;25;8;0;27129;259;14.2;917
80732;Senarpont;135;47;9;0;18472;124;13.6;664
80733;Senlis-le-Sec;63;24;7;0;19140;62;23.6;297
80734;Sentelie;44;14;1;0;19612;43;4.9;205
80735;Seux;34;4;1;0;22872;32;5.9;169
80736;Sorel-en-Vimeu;53;13;3;0;21482;40;23;217
80737;Sorel;33;19;5;0;14386;37;6.1;163
80738;Soues;27;15;8;0;23636;20;0;128
80740;Sourdon;93;13;3;0;22369;46;22.4;313
80741;Soyécourt;44;4;1;1;20222;25;5.7;175
80742;Surcamps;15;4;0;0;N/A;13;0;65
80743;Suzanne;40;13;2;0;22594;42;11;182
80744;Tailly;12;4;1;0;N/A;9;33.9;59
80746;Talmas;230;47;10;1;24888;176;15;1067
80747;Templeux-la-Fosse;23;18;11;0;20344;38;21.3;141
80748;Templeux-le-Guérard;39;17;2;0;17128;23;17.3;173
80749;Terramesnil;92;19;5;0;17910;42;13.2;304
80750;Tertry;30;22;9;0;18458;31;6.1;165
80751;Thennes;143;15;3;0;24336;69;18.7;535
80752;Thézy-Glimont;152;26;2;0;25456;82;24.1;623
80753;Thiepval;44;5;1;0;14690;16;7.6;131
80754;Thieulloy-l'Abbaye;101;15;2;0;19702;72;16.3;367
80755;Thieulloy-la-Ville;37;6;3;0;18996;23;14;143
80756;Thièvres;20;2;0;0;N/A;7;0;62
80757;Thoix;32;4;1;0;23068;36;6.9;144
80758;Thory;58;9;5;0;22726;22;15.9;189
80759;Tilloloy;63;20;5;0;20940;52;11.4;351
80760;Tilloy-Floriville;95;17;6;0;19514;63;5.1;395
80762;Tincourt-Boucly;74;31;10;0;18432;55;13.9;359
80763;Le Titre;85;11;4;0;19298;83;5.4;368
80764;Toeufles;53;10;3;0;19236;63;9.9;303
80765;Tours-en-Vimeu;203;24;7;0;19284;154;9.6;835
80766;Toutencourt;110;25;5;0;20782;86;8.5;472
80767;Le Translay;63;16;6;0;20262;37;8.2;245
80769;Treux;56;9;5;0;21206;47;0;249
80770;Tully;96;43;16;1;17466;118;1.8;559
80771;Ugny-l'Équipée;6;4;1;0;N/A;8;24.4;41
80773;Vadencourt;24;3;1;0;N/A;13;20.6;97
80774;Vaire-sous-Corbie;56;10;6;0;22970;56;17.6;284
80775;Valines;123;43;8;1;18372;140;6.3;636
80776;Varennes;49;7;2;0;20434;26;22.7;220
80777;Vauchelles-lès-Authie;35;4;0;0;19826;45;6.4;157
80778;Vauchelles-lès-Domart;29;10;3;0;22452;20;16.4;122
80779;Vauchelles-les-Quesnoy;177;40;8;6;20640;177;3.5;847
80780;Vaudricourt;72;15;2;0;20018;94;2.5;395
80781;Vauvillers;44;12;5;0;21138;39;3.9;257
80782;Vaux-en-Amiénois;89;9;3;0;23952;79;7.4;404
80783;Vaux-Marquenneville;18;4;0;0;N/A;22;11.6;86
80784;Vaux-sur-Somme;59;12;7;0;20688;52;3.2;309
80785;Vecquemont;132;18;8;0;24254;89;0;538
80786;Velennes;34;7;2;0;18292;25;13.6;147
80787;Vercourt;19;7;1;0;N/A;18;10.8;93
80788;Vergies;36;9;3;0;18264;34;12.7;158
80789;Vermandovillers;38;15;4;0;19674;21;0;148
80790;Verpillières;21;10;1;0;22164;24;6.3;158
80791;Vers-sur-Selle;125;31;6;7;26262;196;9.6;728
80792;La Vicogne;68;11;4;0;22654;37;7.9;253
80793;Vignacourt;559;138;36;11;21986;419;14;2361
80794;Villecourt;6;0;0;0;N/A;12;0;58
80795;Ville-le-Marclet;114;35;7;0;18232;92;6.3;475
80796;Villeroy;37;12;3;0;17948;37;5.2;193
80797;Villers-aux-Érables;29;7;2;0;21212;15;16.5;121
80798;Villers-Bocage;292;55;15;38;25522;254;10.7;1408
80799;Villers-Bretonneux;1113;224;56;72;21804;711;12;4425
80800;Villers-Campsart;43;5;2;0;22418;23;6.6;152
80801;Villers-Carbonnel;103;28;7;0;18310;42;11.5;349
80802;Villers-Faucon;145;57;12;0;18474;103;4.9;611
80803;Villers-lès-Roye;69;8;4;0;19622;60;0;277
80804;Villers-sous-Ailly;41;9;2;0;19010;35;0;185
80805;Villers-Tournelle;41;10;3;0;21386;23;12.7;157
80806;Villers-sur-Authie;127;18;9;0;18404;75;12.6;476
80807;Ville-sur-Ancre;66;16;1;0;21606;45;11.1;270
80808;Vironchaux;111;19;5;0;17512;97;8.2;487
80809;Vismes;129;26;5;0;19782;69;2.1;486
80810;Vitz-sur-Authie;27;12;1;0;17392;29;0;127
80811;Voyennes;111;42;7;9;19239;148;11.5;611
80812;Vraignes-en-Vermandois;29;10;5;0;20612;27;13.9;144
80813;Vraignes-lès-Hornoy;18;2;0;0;21514;22;53.2;94
80814;Vrély;95;25;6;1;21018;63;11.7;429
80815;Vron;181;38;10;0;19466;158;9.5;839
80819;Wargnies;27;3;1;0;N/A;14;11;91
80820;Warloy-Baillon;167;32;9;0;20132;172;6.6;762
80821;Warlus;44;27;12;1;19422;34;4.5;223
80822;Warsy;33;7;3;0;19798;13;14.1;142
80823;Warvillers;40;13;3;0;16958;16;6.8;147
80824;Wiencourt-l'Équipée;74;20;5;0;20071;37;3.8;260
80825;Wiry-au-Mont;33;8;3;0;17652;13;8.3;121
80826;Woignarue;159;51;7;0;18442;197;7.2;835
80827;Woincourt;233;123;29;104;17658;339;9.3;1297
80828;Woirel;15;3;0;0;N/A;5;0;57
80829;Y;22;10;3;0;N/A;12;32.3;93
80830;Yaucourt-Bussus;69;8;2;3;20596;36;16.2;247
80832;Yvrench;96;14;4;0;15688;47;13.1;305
80833;Yvrencheux;19;4;1;0;19546;39;7.8;128
80834;Yzengremer;103;26;4;0;19706;100;13.9;505
80835;Yzeux;57;8;3;0;26856;37;11.2;267
80836;Yonval;58;7;1;0;24268;44;8.8;227
81001;Aguts;47;13;3;0;21684;56;18.3;218
81002;Aiguefonde;491;140;31;6;18970;676;9.9;2522
81003;Alban;166;46;5;3;17638;282;7.5;938
81004;Albi;8385;3855;978;2961;19338;12348;9.1;49024
81005;Albine;85;28;7;16;17432;138;23.8;504
81006;Algans;34;13;2;0;24922;47;4.9;205
81007;Alos;14;3;0;0;N/A;23;21.7;92
81008;Almayrac;52;17;3;0;18436;73;10.4;288
81009;Amarens;9;1;0;0;N/A;19;0;68
81010;Ambialet;104;16;2;2;16830;105;6.6;455
81011;Ambres;259;55;16;0;21534;140;3;986
81012;Andillac;19;9;2;0;16936;30;0;123
81013;Andouque;93;20;2;0;16798;100;10.1;398
81014;Anglès;63;18;5;3;17134;176;5.9;508
81015;Appelle;14;8;2;0;N/A;11;14.1;71
81016;Arfons;33;21;0;0;16922;49;5.8;172
81017;Arifat;20;10;0;0;16121;47;6;166
81018;Arthès;490;136;44;22;21414;538;6.4;2488
81019;Assac;33;9;3;1;16476;40;0;144
81020;Aussac;57;11;2;1;21442;54;3.9;259
81021;Aussillon;1104;358;73;449;16416;1985;7.7;5968
81022;Bannières;58;4;1;0;26010;43;14.4;209
81023;Barre;34;6;1;0;15592;66;4.9;206
81024;Beauvais-sur-Tescou;101;24;6;0;17972;60;2.9;349
81025;Belcastel;48;18;4;0;25604;43;17.5;229
81026;Bellegarde-Marsal;157;27;7;0;19906;152;5.6;719
81027;Belleserre;31;3;2;0;17884;27;6.1;164
81028;Berlats;9;7;0;0;15576;25;19.2;104
81029;Bernac;44;4;2;0;18218;34;5.3;187
81030;Bertre;35;8;0;0;18940;12;16.5;121
81031;Le Bez;169;36;4;1;19764;168;7.2;838
81032;Blan;268;62;18;22;18986;215;5.4;1121
81033;Blaye-les-Mines;537;222;37;325;16730;878;10;3009
81034;Boissezon;76;27;4;27;15876;107;2.5;402
81035;Bournazel;36;6;0;0;20724;55;0;179
81036;Bout-du-Pont-de-Larn;265;52;10;2;20150;320;7.9;1261
81037;Brassac;181;73;16;31;18174;394;9.4;1281
81038;Brens;575;105;26;0;20650;462;10.9;2296
81039;Briatexte;443;143;22;24;18244;580;11;2007
81040;Brousse;106;22;3;0;18240;59;14.4;417
81041;Broze;17;2;0;0;20034;39;25.9;116
81042;Burlats;463;110;18;5;21006;385;9.9;2127
81043;Busque;149;36;4;0;20010;173;8;752
81044;Cabanès;81;10;2;0;19066;48;3.5;285
81045;Les Cabannes;76;28;4;13;14240;88;2.7;369
81046;Cadalen;316;73;14;17;20406;302;6.5;1528
81047;Cadix;38;10;2;0;16115;71;0;231
81048;Cagnac-les-Mines;517;152;33;101;18894;584;13;2532
81049;Cahuzac;43;8;2;2;16996;185;7.7;388
81050;Cambon-lès-Lavaur;93;22;3;0;20106;42;9;335
81051;Cahuzac-sur-Vère;222;55;5;18;18012;323;10.5;1144
81052;Cambon;512;54;12;5;22776;389;11.3;2122
81053;Cambounès;37;20;6;0;17608;94;9.1;329
81054;Cambounet-sur-le-Sor;231;49;12;0;20958;136;13;921
81055;Les Cammazes;83;30;3;0;18170;64;6;331
81056;Campagnac;38;12;2;0;17736;34;6.6;152
81058;Carbes;58;10;2;0;21310;39;17.5;228
81059;Carlus;146;19;4;0;22844;156;8.8;682
81060;Carmaux;1533;727;141;779;16956;3069;9.2;9356
81061;Castanet;39;5;2;0;22842;49;5;202
81062;Fontrieu;122;49;6;1;17048;289;5.3;943
81063;Castelnau-de-Lévis;319;63;15;10;21856;429;7.6;1571
81064;Castelnau-de-Montmiral;231;44;5;0;17369;269;6.7;1038
81065;Castres;8138;3167;682;2498;18528;10103;10.5;41338
81066;Caucalières;46;14;2;0;19895;54;6.9;289
81067;Cestayrols;91;27;4;0;19820;129;8.6;465
81068;Combefa;31;5;0;0;21832;23;0;156
81069;Cordes-sur-Ciel;125;60;9;44;16754;389;2.2;909
81070;Coufouleux;738;148;32;34;20830;462;11.7;2819
81071;Courris;9;5;1;0;N/A;25;12.3;81
81072;Crespin;25;3;0;0;17478;34;7.8;129
81073;Crespinet;35;17;3;0;19722;34;5.8;173
81074;Cunac;356;54;12;0;22214;308;7.1;1551
81075;Cuq;105;44;7;0;19210;105;12.1;495
81076;Cuq-Toulza;181;29;5;10;21034;112;15.7;699
81077;Curvalle;36;16;2;0;16094;137;0;395
81078;Damiatte;234;69;17;0;18148;205;9.8;1025
81079;Dénat;206;40;10;0;20220;130;10.1;794
81080;Donnazac;11;5;0;0;N/A;24;0;77
81081;Dourgne;215;74;22;14;19428;416;3.8;1313
81082;Le Dourn;24;6;0;0;13248;33;0;115
81083;Durfort;37;26;2;4;17178;68;11.9;252
81084;Escoussens;129;43;4;0;18568;105;5;606
81085;Escroux;6;1;0;0;N/A;16;0;50
81086;Espérausses;22;8;2;0;15344;41;0;172
81087;Fayssac;77;15;2;0;20802;78;8.7;345
81088;Fauch;126;23;2;0;18212;85;11.4;527
81089;Faussergues;24;3;0;0;16876;55;20.7;145
81090;Fénols;57;15;2;0;20722;45;20.8;240
81092;Fiac;202;44;6;9;20958;177;4.3;929
81093;Florentin;128;29;8;0;21976;126;5.9;677
81094;Fraissines;12;10;2;0;N/A;23;21.7;92
81095;Frausseilles;10;2;1;0;N/A;32;11.5;87
81096;Le Fraysse;79;21;2;0;18054;77;7.8;387
81097;Fréjairolles;298;46;14;0;22520;219;9.1;1321
81098;Fréjeville;162;36;7;0;22038;101;9.2;651
81099;Gaillac;3330;1082;221;584;17936;3768;11.7;15254
81100;Garrevaques;93;19;1;4;20824;69;12.6;396
81101;Le Garric;284;58;8;0;19682;308;12.7;1258
81102;Garrigues;49;10;1;0;26458;41;15.7;254
81103;Gijounet;23;1;0;0;17346;42;8;125
81104;Giroussens;366;66;8;0;22608;272;8.1;1490
81105;Graulhet;2611;1065;191;667;15710;3360;11.1;12542
81106;Grazac;158;28;5;0;22152;98;10.1;597
81108;Itzac;31;6;1;0;18690;44;6.6;151
81109;Jonquières;71;20;4;0;19244;110;11.1;451
81110;Jouqueviel;17;8;0;0;N/A;39;0;96
81111;Labarthe-Bleys;9;2;1;0;N/A;33;0;74
81112;Labastide-de-Lévis;185;36;12;0;21754;200;7.8;903
81114;Labastide-Gabausse;104;20;1;0;20890;124;10;502
81115;Labastide-Rouairoux;213;94;16;40;15906;585;8.5;1410
81116;Labastide-Saint-Georges;432;94;23;57;21114;433;11.4;1927
81117;Labessière-Candeil;164;33;1;0;19163;170;6.7;742
81118;Laboulbène;26;10;0;0;22910;19;14.3;140
81119;Laboutarie;108;32;5;0;17264;87;20.3;492
81120;Labruguière;1440;431;91;195;18768;1546;13.6;6523
81121;Lacabarède;54;32;4;0;14254;107;6.5;309
81122;Lacapelle-Pinet;15;3;1;0;N/A;23;13.3;75
81123;Lacapelle-Ségalar;24;7;1;1;N/A;24;0;99
81124;Lacaune;377;99;25;10;19316;679;6.8;2507
81125;Lacaze;32;11;0;0;14962;112;3.4;292
81126;Lacougotte-Cadoul;40;15;1;0;20894;26;11.6;172
81127;Lacroisille;20;9;2;0;22220;26;8.6;116
81128;Lacrouzette;308;93;25;24;19806;424;5.2;1745
81129;Lagardiolle;57;14;1;0;17606;52;4.1;241
81130;Lagarrigue;374;78;18;53;20524;433;7.7;1809
81131;Lagrave;488;93;22;1;21610;483;16;2127
81132;Guitalens-L'Albarède;206;59;6;0;17862;162;11.3;886
81133;Lamillarié;127;19;2;0;20938;93;8;497
81134;Lamontélarié;10;4;1;0;N/A;24;13.5;74
81135;Laparrouquial;15;3;1;0;N/A;33;0;106
81136;Larroque;24;10;2;0;21518;45;0;163
81137;Lasfaillades;12;2;0;0;N/A;23;38.5;78
81138;Lasgraisses;125;34;5;24;16776;70;15.9;503
81139;Lautrec;388;59;12;12;19928;439;6.7;1781
81140;Lavaur;2295;611;152;248;20222;2609;9.9;10783
81141;Lédas-et-Penthiès;24;8;2;0;17030;49;21;143
81142;Lempaut;205;62;15;0;18428;155;11.6;862
81143;Lescout;198;43;9;0;19076;90;5.7;701
81144;Lescure-d'Albigeois;917;269;74;118;20718;1018;10;4508
81145;Lisle-sur-Tarn;1026;274;60;70;18958;1091;7.3;4634
81146;Livers-Cazelles;31;11;4;0;16763;61;0;222
81147;Lombers;285;56;3;18;18554;215;16;1126
81148;Loubers;17;1;0;0;N/A;21;0;78
81149;Loupiac;97;18;5;0;20590;59;17.3;405
81150;Lugan;96;16;2;0;26792;57;4.9;411
81151;Magrin;31;5;0;0;21358;32;0;131
81152;Mailhoc;72;10;4;0;21134;51;7;287
81154;Marnaves;13;5;0;0;N/A;20;13;77
81156;Marssac-sur-Tarn;653;171;37;54;21664;738;9.3;3124
81157;Marzens;61;14;3;0;21918;46;13.8;289
81158;Le Masnau-Massuguiès;41;6;3;0;15541;101;7.4;272
81159;Massac-Séran;103;12;1;0;23408;83;10.6;378
81160;Massaguel;78;31;12;0;18914;123;0;409
81161;Massals;15;1;1;0;20824;26;0;99
81162;Maurens-Scopont;54;11;0;0;17726;34;0;187
81163;Mazamet;1734;866;201;403;16726;3101;9.3;9969
81164;Mézens;118;29;7;0;22458;70;10.4;480
81165;Milhars;22;12;1;1;18990;113;4.2;236
81166;Milhavet;10;7;1;0;N/A;26;0;87
81167;Miolles;10;3;0;0;N/A;36;0;105
81168;Mirandol-Bourgnounac;164;43;7;0;17808;352;6.7;1040
81169;Missècle;22;7;0;0;N/A;18;20.8;96
81170;Monestiés;222;63;12;5;19010;443;4.4;1371
81171;Montans;344;65;22;0;20614;237;10.1;1390
81172;Montauriol;6;2;0;0;N/A;22;0;47
81173;Montcabrier;92;14;2;0;24008;37;17.1;293
81174;Montdragon;137;36;4;0;18692;145;14.5;620
81175;Montdurausse;122;27;4;0;17436;71;9.5;419
81176;Montels;19;5;0;0;N/A;25;9.7;103
81177;Montfa;142;14;4;0;20206;77;16.5;484
81178;Montgaillard;96;24;7;0;17136;69;2.6;387
81179;Montgey;63;11;2;0;22492;65;13.7;291
81180;Montirat;42;9;1;0;15837;86;0;250
81181;Montpinier;41;3;2;0;21346;52;10.5;191
81182;Montredon-Labessonnié;390;115;28;26;17154;518;6.4;2019
81183;Mont-Roc;28;13;1;0;17194;65;5.2;192
81184;Montrosier;6;2;0;0;N/A;8;32.3;31
81185;Montvalen;52;16;1;1;21770;47;12.9;233
81186;Moularès;39;13;3;0;16962;80;3.6;280
81187;Moulayrès;45;9;2;0;20218;42;15.2;197
81188;Moulin-Mage;44;13;0;4;21285;93;13;308
81189;Mouzens;28;2;1;0;23352;30;0;123
81190;Mouzieys-Teulet;128;20;6;1;20131;73;6.1;491
81191;Mouzieys-Panens;59;8;1;0;16044;59;12.4;242
81192;Murat-sur-Vèbre;145;43;6;14;17128;266;8.4;832
81193;Nages;35;13;0;1;20526;120;12.2;327
81195;Navès;121;30;8;0;23214;127;4.4;683
81196;Noailhac;184;41;12;2;19106;179;3.5;859
81197;Noailles;46;14;4;0;18364;50;0;218
81198;Orban;81;20;5;0;21922;54;11.9;335
81199;Padiès;29;10;1;0;15184;58;0;191
81200;Palleville;105;14;1;1;19592;75;13.5;443
81201;Pampelonne;152;25;2;1;18384;298;2.3;855
81202;Parisot;266;43;4;10;21254;135;10.4;959
81203;Paulinet;89;29;4;0;17462;138;1.8;542
81204;Payrin-Augmontel;426;112;25;16;21144;587;7.3;2180
81205;Péchaudier;38;10;4;0;18464;50;10.8;186
81206;Penne;96;38;2;0;16202;142;12.1;578
81207;Peyregoux;10;5;0;0;N/A;19;0;81
81208;Peyrole;170;32;5;0;21320;62;15.7;573
81209;Pont-de-Larn;544;114;17;63;20400;704;7.7;2869
81210;Poudis;62;14;2;15;17818;48;3.9;259
81211;Poulan-Pouzols;115;20;4;0;20112;82;12.4;483
81212;Prades;28;7;1;0;20570;32;7.6;132
81213;Pratviel;23;2;0;0;N/A;20;0;86
81214;Puéchoursi;16;5;2;0;N/A;20;0;96
81215;Puybegon;146;34;3;0;21106;122;12.4;647
81216;Puycalvel;45;15;2;0;17706;42;9.2;217
81217;Puycelsi;66;34;6;1;17558;138;2.2;448
81218;Puygouzon;657;155;41;41;25168;848;7;3417
81219;Puylaurens;666;195;37;85;18648;813;7.6;3275
81220;Rabastens;1298;301;62;22;20816;1171;8.8;5565
81221;Rayssac;35;8;1;0;14774;81;12.1;248
81222;Réalmont;632;209;46;41;18454;924;9.5;3383
81223;Le Rialet;3;5;2;0;N/A;24;36.4;55
81224;Le Riols;12;8;0;0;13936;44;0;105
81225;Rivières;272;55;11;0;19836;157;14.5;1037
81227;Roquecourbe;423;122;16;59;18470;561;9.5;2200
81228;Roquemaure;117;21;3;0;20822;73;4.5;442
81229;Roquevidal;31;8;1;0;19594;33;7.3;137
81230;Rosières;143;32;8;0;20268;183;10.7;746
81231;Rouairoux;70;16;2;0;19124;96;8.1;370
81232;Rouffiac;129;23;3;0;23112;140;3.2;630
81233;Terre-de-Bancalié;377;87;22;13;N/A;341;10.6;1696
81234;Roussayrolles;19;6;2;0;N/A;17;0;77
81235;Saint-Affrique-les-Montagnes;185;32;8;3;20042;93;13.6;736
81236;Saint-Agnan;65;13;2;0;23604;17;8.6;232
81237;Saint-Amancet;30;10;3;0;17986;38;5.3;190
81238;Saint-Amans-Soult;279;75;14;23;18074;526;8.1;1614
81239;Saint-Amans-Valtoret;159;38;11;7;18744;278;6.5;921
81240;Saint-André;15;12;1;0;N/A;32;0;97
81242;Saint-Avit;73;8;2;0;19426;36;11.3;266
81243;Saint-Beauzile;32;6;1;0;14978;29;7.9;127
81244;Saint-Benoît-de-Carmaux;425;164;39;327;16920;582;5.6;2152
81245;Saint-Christophe;12;11;3;0;15884;45;0;130
81246;Sainte-Cécile-du-Cayrou;13;16;3;0;15866;34;0;116
81247;Saint-Cirgue;45;6;2;0;16286;52;14.4;208
81248;Saint-Gauzens;201;53;10;2;20404;136;13.1;838
81249;Sainte-Gemme;195;45;11;0;18242;196;6.7;893
81250;Saint-Genest-de-Contest;74;11;1;0;21454;62;0;297
81251;Saint-Germain-des-Prés;254;65;12;0;19648;127;14.2;914
81252;Saint-Germier;37;9;1;0;21744;20;17.9;168
81253;Saint-Grégoire;109;26;5;0;19158;71;10.5;475
81254;Saint-Jean-de-Marcel;88;23;2;0;17812;99;8.2;368
81255;Saint-Jean-de-Rives;149;15;4;0;23808;47;14.3;490
81256;Saint-Jean-de-Vals;20;6;0;0;N/A;13;0;76
81257;Saint-Juéry;1264;495;114;576;18704;1695;8.2;6814
81258;Saint-Julien-du-Puy;107;18;1;0;18050;84;13.9;433
81259;Saint-Julien-Gaulène;42;6;4;0;17799;53;4.7;211
81261;Saint-Lieux-lès-Lavaur;307;41;7;6;22886;119;7.8;1027
81262;Saint-Marcel-Campes;25;10;3;0;17524;73;0;208
81263;Saint-Martin-Laguépie;78;19;4;1;16594;121;2.5;400
81264;Saint-Michel-Labadié;16;2;0;0;N/A;21;10.5;95
81265;Saint-Michel-de-Vax;11;4;1;0;N/A;18;15.2;66
81266;Saint-Paul-Cap-de-Joux;241;71;17;19;17832;257;5.4;1114
81267;Saint-Pierre-de-Trivisy;90;28;7;6;16754;242;4.8;625
81268;Saint-Salvi-de-Carcavès;12;4;1;0;N/A;26;0;72
81269;Saint-Salvy-de-la-Balme;72;32;4;5;18920;149;7.6;527
81270;Saint-Sernin-lès-Lavaur;37;12;2;0;21252;21;6;166
81271;Saint-Sulpice-la-Pointe;2421;398;96;198;22326;1328;10.7;8934
81272;Saint-Urcisse;34;19;3;0;17352;50;14.2;211
81273;Saïx;680;170;35;38;20794;906;7.4;3509
81274;Saliès;212;31;5;0;22890;143;4.9;821
81275;Salles;26;5;2;1;17736;73;0;182
81276;Salvagnac;252;63;13;13;17886;295;8.5;1183
81277;Saussenac;157;20;3;1;19668;99;8.5;585
81278;Sauveterre;28;13;1;0;18056;46;6;168
81279;La Sauzière-Saint-Jean;56;20;4;2;16994;51;3.7;270
81280;Le Ségur;34;27;2;0;17710;82;27.5;255
81281;Sémalens;435;92;20;7;19308;401;8.9;2019
81282;Senaux;4;2;0;0;N/A;11;0;33
81283;Senouillac;266;53;9;1;19676;236;11.8;1102
81284;Le Sequestre;369;89;23;80;20808;335;12;1755
81285;Sérénac;87;20;2;2;17686;117;8.3;480
81286;Serviès;138;33;9;0;18820;175;6.3;636
81287;Sieurac;79;16;3;0;19632;37;7.4;271
81288;Sorèze;564;180;41;21;18668;653;7.9;2802
81289;Soual;562;185;29;18;18124;521;12.3;2530
81290;Souel;38;4;0;0;19070;57;5.8;171
